,Datetime,Tweet Id,Text,Number of Likes,Number of Retweets,Number of Replies,Number of Quotes
1700,2021-03-11 00:23:11+00:00,1369806070605025286,"Individuals with pre-existing immunity to SARS-CoV-2 respond strongly to the first dose of mRNA vaccine, equal or better than naive individuals to the second dose. Nice teamwork with the great @VivianaSimonLab. This is now out in NEJM. https://t.co/d9nBrOd1DD",1895,602,41,45
761,2021-06-27 12:04:39+00:00,1409120490413858819,"The question is occasionally raised, usually by a gaslighting academic, why do I claim to have been the original inventor of mRNA vaccine tech 30y ago?

Here are the actual data, patents, papers, disclosures etc. with a summary
Judge for yourself.

https://t.co/vEtfTOIMh8",1752,602,53,72
2463,2020-10-24 10:59:24+00:00,1319956655740719105,"Testing the experimental mRNA vaccine on children before it’s approved for adults.

This is NOT ethical.

“Pfizer announced Monday that the FDA granted permission to extend the COVID-19 vaccine clinical trials to children ages 12-15.”

https://t.co/jo0Yoa7WeN",1573,601,268,255
372,2021-07-28 22:31:25+00:00,1420512243326676992,"ファイザーワクチン2回目接種の1週間後から2ヶ月後までの有効性は96.2％
接種後2〜4カ月では90.1％に低下しました。接種後4〜6カ月までは83.7％
重症化予防は約97％と安定した効果維持

Six Month Safety and Efficacy of the BNT162b2 mRNA COVID-19 Vaccine(pre-print)
https://t.co/rkdVbTcxR2 https://t.co/BijCsPIq9j",1026,601,1,22
1142,2021-05-18 16:37:52+00:00,1394693733073915909,"@Ramshaofficial 1.) I don’t want synthetic mRNA entering my body
2.) The vaccine manufacturers have NO LIABILITY for side effect or death
3.) J&amp;J knew asbestos lurked in baby powder (Reuters) &amp; are in court battles
4.) Pfizer settled $60 million+ foreign bribery case not long ago

STRONG PASS.",4843,597,61,17
500,2021-07-17 10:01:17+00:00,1416337201558802438,"Timeline

มีค 63 
ภาพข่าวทีมอาจารย์แพทย์ประชุมกับนายก

8 ธค 63
Astra Zeneca ตีพิมพ์ interim analysis ของ phase 3 trial ใน Lancet

10 ธค 63
Pfizer ตีพิมพ์ผล phase 3 trial ของ mRNA vaccineใน NEJM

11 ธค 63
US FDA อนุมัติวัคซีน COVID-19 Pfizer-BioNTech เพื่อใช้ในภาวะฉุกเฉิน

(1/6)",150,596,5,7
1385,2021-04-19 17:24:12+00:00,1384196143353974801,"Shingles in 6 patients, interesting. 

New Side Effect From mRNA COVID Vaccines? | MedPage Today https://t.co/LcAHlzRtTj",820,595,99,59
1736,2021-03-01 07:33:47+00:00,1366290553567084545,"I once had high hopes for William and Kate, but they have become highly political: first with climate alarmism, and now encouraging healthy people to get injected with experimental mRNA. 
I disagree with them and will not be getting a 'Covid vaccine'.
https://t.co/Gco99Fr5re",2427,594,289,76
1396,2021-04-18 01:54:19+00:00,1383599744136609798,We could have started something like this here last year. Too rigid in our thinking. Establishment of a COVID-19 mRNA vaccine technology transfer hub to scale up global manufacturing https://t.co/i8ObWaHAwx,1946,594,109,48
2060,2021-01-08 03:56:26+00:00,1347391689376157696,"Very reassuring.  Pfizer study reports the existing mRNA vaccine remains effective against both the new UK and South African #COVID19 variants as well as 14 other mutations.  #SpikeProtein #N501Ymutation
 
https://t.co/c2qCQzcxd3",1651,594,28,121
2474,2020-09-16 20:23:52+00:00,1306327967061114880,"In response to a question, Biden spoke off the cuff, and in detail, about the differences between the mRNA vaccine and others, as well as the complexities in distributing each.

That is beyond Trump’s comprehension. Even with a teleprompter, he couldn't do that without fumbling.",1715,587,27,13
2449,2020-11-09 14:09:57+00:00,1325802810961764353,"Good News! 

Pfizer/BionTech vaccine shows 90% efficacy in prelim results

- mRNA technology. Uses pre-fusion spike as their immunogen
- Two doses 
- 50 million doses this year
- 1.3 billion in 2021

https://t.co/Fl5HdobnLp",2364,583,23,104
346,2021-07-31 20:09:55+00:00,1421563798809313280,"“We report a facial eruption that developed within 24 hours after receiving the mRNA-1273 vaccine in 2 patients without a history of known allergies, rosacea, facial/dental fillers, or prior SARS-CoV-2 infection.” https://t.co/en1Zhs5Kkv",676,581,53,72
1683,2021-03-12 05:23:10+00:00,1370243949281959938,"I believe in personal choice. If you want to get the vaccine: Go for it. Good luck! But I refuse to be bullied by unhealthy people who don't take care of themselves &amp; watch too much TV. 

I can think of a thousand things I want besides a synthetic mRNA injection made by Pfizer.",2898,579,233,90
2380,2020-11-21 17:34:49+00:00,1330203023616958466,"Anyone who has flown into Heathrow has been pelted with #HSBC's globalist propaganda messaging, this one is particularly insidious considering the outrageous push for an experimental mRNA genetically altering #vaccine. This is mainstreaming transhumanism. This is Brave New World. https://t.co/wiPeqMzo2S",966,573,98,137
2088,2020-12-31 20:03:00+00:00,1344735831655936001,"Here is a prime example from today to Israel ""organized chaos"". End of the day in a vaccine center. A few doses left and will expire. Nurses go out, spot a pizza delivery guy, call him ""pizza guy wanna vaccine?"", jab, and another person has spike mRNA!

https://t.co/cBkPqPz46W",2357,572,36,318
1636,2021-03-20 14:50:18+00:00,1373285776042115073,"mRNA vaccines are like a Snapchat message to your body. They prime your immune system to recognize and kill the virus, then disappear completely.",2359,571,69,44
304,2021-08-04 21:22:15+00:00,1423031550862512129,"Reminder: China has not given its citizens an mRNA injection like the Pfizer &amp; Moderna that Trump is so proud of getting into American's arms.

Yahoo News: ""China is the only major economy in the world not to approve or distribute COVID-19 vaccines that use the mRNA technology""",1715,571,92,68
913,2021-06-17 12:28:06+00:00,1405502510958366720,"No shows for 2nd doses are becoming a problem says  @DocMCohen
People book several appts and then don't cancel.
""We can't just put mRNA vaccine back in the fridge. If you no-show you are forcing us to scramble or throw unused vaccine away. Please cancel extra appointments.""",1128,570,147,78
644,2021-07-05 17:00:08+00:00,1412093954540113923,The University of Ottawa Heart Institute has admitted at least eight people with a rare condition that may be linked to the two mRNA vaccines produced by Moderna and Pfizer-BioNTech. https://t.co/6hU65p6kAS,716,570,211,140
2369,2020-11-23 13:39:44+00:00,1330868639503937538,"📍Two key takeaways why the Oxford #COVID19 vaccine could be better than Pfizer/Moderna:

📌Refrigerator storage (no freezing needed, unlike mRNA ones by Pfizer &amp; Moderna)

📌Just $2.50 per dose for Oxford/AZ vaccine ($15-25 a dose for Pfizer &amp; Moderna mRNA vaccines).

🧵summary: https://t.co/2aZHvlUBCK https://t.co/1yclsXRJsm",1442,568,59,94
2162,2020-12-20 05:13:47+00:00,1340525785426386944,"Fear: Vaccines won’t work against the new UK strain

Fact: Too early to tell. But vaccines worked against many strains in trials. One mutation is unlikely to render them ineffective 

Also, it’s easy to modify mRNA vaccines to fit new strains if needed

https://t.co/ikNT6OO95H",1686,567,35,72
497,2021-07-17 17:31:21+00:00,1416450464556724227,"13) Newsflash:

✔️mRNA vaccines do not use live virus that causes #COVID19
✔️They don’t affect or interact with our DNA in any way
✔️ mRNA vaccines are held to the same rigorous safety and effectiveness standards as ALL other types of vaccines in the U.S.
https://t.co/WdE8i47hOE",1256,566,23,15
871,2021-06-20 15:57:23+00:00,1406642342325633025,"Meanwhile in the Arab world the brave hearts in Kuwait are leading the charge against ""forced_vaccination"" and exposing the globalists' hidden agenda behind the unapproved mRNA Covid vaccine. This small Muslim nation is setting big examples for all of us. 
#لا_للتطعيم_الاجباري38 https://t.co/ElPbg85up3",1066,564,31,22
590,2021-07-09 01:59:43+00:00,1413316906589859850,"Yep, there is no indication that healthy individuals who had two shots of mRNA vaccine need a booster at this point. I am certainly with the CDC and FDA here. https://t.co/lsgGGUS2dq",2428,560,153,64
2453,2020-11-09 13:50:48+00:00,1325797994088828929,"Science isn’t done by biased press releases, that’s called marketing. Pfizer has yet to publish any peer-reviewed evidence publicly: unknowns remain re efficacy, duration of immune response &amp; safety profile. All essential to ascertain as this is first mRNA vaccine ever developed.",1396,558,55,73
2074,2021-01-04 17:51:08+00:00,1346152194702274567,"This is such an important video about the mRNA vaccine, every minute. I have read the articles, and the warning is real. 

https://t.co/y61cLAa4rl",797,558,59,135
1469,2021-04-12 22:19:05+00:00,1381733639348609024,For less than the price of an empty offshore detention centre the Australian government could build a state of the art MRNA vaccine production facility.,2258,555,29,12
50,2021-08-26 00:39:17+00:00,1430691281294921733,Why hasn't China pumped out an mRNA vaccine yet or allowed their citizens to take one so far? What do you think?,3075,554,257,47
1844,2021-02-11 22:51:30+00:00,1359998526134996992,"Jenn Gates, a medical school student and the daughter of Bill and Melinda Gates, reveals that she’s received the first dose of the Covid-19 vaccine.

She adds in her caption: 

“Sadly, the vaccine did not implant my genius father into my brain. If only mRNA had that power!” https://t.co/gU4EmMNlRQ",8243,553,117,63
165,2021-08-17 21:03:15+00:00,1427737812921683976,Moderna is reportedly ready to start trials for an HIV vaccine based on the same mRNA technology used in the company’s COVID-19 vaccine. https://t.co/9D6dvZlEsv,2260,550,29,111
665,2021-07-03 23:30:18+00:00,1411467367742205953,"#Insiders  1 dose of theAZ vaccines protects 70% against hospitalization &amp; severe disease, 2 doses 92% . Re vaccine hesitancy now, Govt  could make it clear that those given 1 or 2 shots of AZ can get an mRNA vaccine once others are vaccinated &amp; there are surplus doses",2002,549,99,34
107,2021-08-22 19:27:42+00:00,1429525708565487616,"To reiterate, prior to Delta mRNA vaccines had well over 90% effectiveness vs infections, approaching the unexpected goal of achieving mucosal/sterilization  immunity.
With Delta, that has dropped to ~50% in many recent studies https://t.co/DNtQC5iSht",1203,547,111,111
983,2021-06-11 12:43:02+00:00,1403331944004345858,"So many ppl in #Ontario stepped up by getting #AstraZeneca, helping curb the 3rd wave.

It’s not fair they have to wait 12 wks for a 2nd dose of an mRNA vaccine, especially with experts saying it’s safe to move to 8 wks.

Other provinces moved to 8.

Ontario needs to follow suit.",3227,546,155,49
897,2021-06-18 13:16:50+00:00,1405877161991487494,"The S1 protein of SARS-CoV-2 crosses the blood–brain barrier in mice
Nature Neuroscience.
S1 is what is released and circulating in blood after vaccination with the mRNA and rAdV vaccines.

https://t.co/U3CjLdCBmP
@PolitiFact",977,546,48,78
2423,2020-11-16 11:55:50+00:00,1328305775471718400,"We just announced a longer shelf life at refrigerated temperatures for mRNA-1273, our COVID-19 vaccine candidate. Read more: https://t.co/4ymyQ2NS1N https://t.co/s0BSMtaifg",2005,539,72,217
640,2021-07-05 22:32:55+00:00,1412177701125959691,"Speaking to colleagues in Israel, real skepticism about 64% number

Best data still suggest mRNA vaccines offer high degree of protection against infection

And superb protection against severe illness

Lets await more data but as of now

If you're vaccinated, I wouldn't worry https://t.co/7g2bPUuclW",2384,538,138,72
392,2021-07-27 18:10:07+00:00,1420084097771261952,"The risk of COVID-19 related myocarditis is in the range of 200-700 episodes/million in adolescents vs 30-40/million episodes (mild) related to mRNA vaccines... yet, JCVI has ruled that the benefits vs risk isn't clear.  How much evidence do they need?
https://t.co/9plGcOaq1g",1345,538,78,45
267,2021-08-08 22:09:29+00:00,1424492990496579587,"It would be hilarious if the people who say ""do your own research about vaccines"" actually meant it and were like, in their basements testing effects of various mRNA sequences on building antibodies.

But nah, it's just reading conspiracy theories on facebook posted in all caps.",2740,536,44,14
669,2021-07-03 14:41:05+00:00,1411334184220520451,"Drones
DAOs
Zero knowledge
Epic Metahuman
Computer vision
Virtual reality
Startup cities
Telepresence
GitHub Copilot
Self-driving
mRNA vaccines
Defi
CRISPR gene therapy
Brain-machine interface
Space 2.0
Supersonic
Ubiquitous health trackers
E2E encryption
Digital gold

What else? https://t.co/lSRDxRF4XW",2676,535,200,66
